"Código","Unidade Territorial","UF","Referência","Famílias PBF (até Out/2021)","Famílias PBF (a partir de Mar/2023)","Valor repassado às famílias PBF (até Out/2021)","Valor repassado às famílias PBF (a partir de Mar/2023)","Valor do Benefício médio (até Out/2021)","Valor do Benefício médio (a partir de Mar/2023)"
"432380","XANGRI-LÁ","RS","2014","326","","576431","","1768,19",""
"432380","XANGRI-LÁ","RS","2019","445","","1110432,00","","2495,35",""
"432380","XANGRI-LÁ","RS","2017","414","","857566","","2071,42",""
"432380","XANGRI-LÁ","RS","2013","323","","520612","","1611,80",""
"432380","XANGRI-LÁ","RS","2020","425","","378910,00","","891,55",""
"420005","ABDON BATISTA","SC","2021","132","","196167","","1486,11",""
"420005","ABDON BATISTA","SC","2013","178","","282998","","1589,88",""
"420005","ABDON BATISTA","SC","2017","131","","261485","","1996,07",""
"420005","ABDON BATISTA","SC","2016","147","","275655,00","","1875,20",""
"420005","ABDON BATISTA","SC","2014","159","","270953","","1704,11",""
"420005","ABDON BATISTA","SC","2020","123","","99449,00","","808,53",""
"420005","ABDON BATISTA","SC","2015","158","","277647","","1757,26",""
"420005","ABDON BATISTA","SC","2018","121","","260551","","2153,31",""
"420005","ABDON BATISTA","SC","2019","120","","300095,00","","2500,79",""
"420010","ABELARDO LUZ","SC","2019","1356","","3154758,00","","2326,52",""
"420010","ABELARDO LUZ","SC","2021","1455","","1693275","","1163,76",""
"420010","ABELARDO LUZ","SC","2013","1553","","2724806","","1754,54",""
"420010","ABELARDO LUZ","SC","2020","1469","","1098440,00","","747,75",""
"420010","ABELARDO LUZ","SC","2018","1518","","3195660","","2105,18",""
"420010","ABELARDO LUZ","SC","2015","1538","","3067532","","1994,49",""
"420010","ABELARDO LUZ","SC","2017","1541","","3170676","","2057,54",""
"420010","ABELARDO LUZ","SC","2016","1556","","3140240,00","","2018,15",""
"420010","ABELARDO LUZ","SC","2014","1662","","2991661","","1800,04",""
"420020","AGROLÂNDIA","SC","2014","130","","261365","","2010,50",""
"420020","AGROLÂNDIA","SC","2017","83","","163063","","1964,61",""
"420020","AGROLÂNDIA","SC","2016","86","","221206,00","","2572,16",""
"420020","AGROLÂNDIA","SC","2020","93","","78160,00","","840,43",""
"420020","AGROLÂNDIA","SC","2019","70","","152918,00","","2184,54",""
"420020","AGROLÂNDIA","SC","2013","170","","297340","","1749,06",""
"420020","AGROLÂNDIA","SC","2015","114","","233199","","2045,61",""
"420020","AGROLÂNDIA","SC","2018","80","","149236","","1865,45",""
"420020","AGROLÂNDIA","SC","2021","93","","114860","","1235,05",""
"420030","AGRONÔMICA","SC","2019","17","","40009,00","","2353,47",""
"420030","AGRONÔMICA","SC","2017","29","","65337","","2253,00",""
"420030","AGRONÔMICA","SC","2016","54","","97548,00","","1806,44",""
"420030","AGRONÔMICA","SC","2020","23","","19895,00","","865,00",""
"420030","AGRONÔMICA","SC","2015","65","","112257","","1727,03",""
"420030","AGRONÔMICA","SC","2018","22","","42631","","1937,77",""
"420030","AGRONÔMICA","SC","2013","68","","96906","","1425,09",""
"420030","AGRONÔMICA","SC","2021","23","","33077","","1438,13",""
"420030","AGRONÔMICA","SC","2014","64","","97419","","1522,17",""
"420040","ÁGUA DOCE","SC","2017","66","","116623","","1767,02",""
"420040","ÁGUA DOCE","SC","2016","85","","154497,00","","1817,61",""
"420040","ÁGUA DOCE","SC","2018","64","","103707","","1620,42",""
"420040","ÁGUA DOCE","SC","2015","87","","197189","","2266,54",""
"420040","ÁGUA DOCE","SC","2019","51","","103245,00","","2024,41",""
"420040","ÁGUA DOCE","SC","2020","64","","42220,00","","659,69",""
"420040","ÁGUA DOCE","SC","2021","70","","67418","","963,11",""
"420040","ÁGUA DOCE","SC","2014","139","","275352","","1980,95",""
"420040","ÁGUA DOCE","SC","2013","190","","400348","","2107,09",""
"420050","ÁGUAS DE CHAPECÓ","SC","2016","233","","413714,00","","1775,60",""
"420050","ÁGUAS DE CHAPECÓ","SC","2014","203","","361507","","1780,82",""
"420050","ÁGUAS DE CHAPECÓ","SC","2017","247","","430716","","1743,79",""
"420050","ÁGUAS DE CHAPECÓ","SC","2019","227","","522947,00","","2303,73",""
"420050","ÁGUAS DE CHAPECÓ","SC","2021","306","","372809","","1218,33",""
"420050","ÁGUAS DE CHAPECÓ","SC","2015","236","","393890","","1669,03",""
"420050","ÁGUAS DE CHAPECÓ","SC","2018","259","","482302","","1862,17",""
"420050","ÁGUAS DE CHAPECÓ","SC","2013","191","","281860","","1475,71",""
"420050","ÁGUAS DE CHAPECÓ","SC","2020","306","","203281,00","","664,32",""
"420055","ÁGUAS FRIAS","SC","2015","36","","63217","","1756,03",""
"420055","ÁGUAS FRIAS","SC","2018","31","","65890","","2125,48",""
"420055","ÁGUAS FRIAS","SC","2017","33","","56647","","1716,58",""
"420055","ÁGUAS FRIAS","SC","2014","32","","67921","","2122,53",""
"420055","ÁGUAS FRIAS","SC","2016","28","","57060,00","","2037,86",""
"420055","ÁGUAS FRIAS","SC","2021","37","","47448","","1282,38",""
"420055","ÁGUAS FRIAS","SC","2020","39","","26299,00","","674,33",""
"420055","ÁGUAS FRIAS","SC","2013","48","","74098","","1543,71",""
"420055","ÁGUAS FRIAS","SC","2019","28","","65352,00","","2334,00",""
"420060","ÁGUAS MORNAS","SC","2013","66","","93328","","1414,06",""
"420060","ÁGUAS MORNAS","SC","2016","52","","89503,00","","1721,21",""
"420060","ÁGUAS MORNAS","SC","2020","23","","14198,00","","617,30",""
"420060","ÁGUAS MORNAS","SC","2018","22","","37144","","1688,36",""
"420060","ÁGUAS MORNAS","SC","2019","18","","35484,00","","1971,33",""
"420060","ÁGUAS MORNAS","SC","2015","55","","95394","","1734,44",""
"420060","ÁGUAS MORNAS","SC","2021","23","","22775","","990,22",""
"420060","ÁGUAS MORNAS","SC","2014","61","","93874","","1538,92",""
"420060","ÁGUAS MORNAS","SC","2017","33","","63777","","1932,64",""
"420070","ALFREDO WAGNER","SC","2017","324","","736041","","2271,73",""
"420070","ALFREDO WAGNER","SC","2016","460","","932639,00","","2027,48",""
"420070","ALFREDO WAGNER","SC","2021","289","","321714","","1113,20",""
"420070","ALFREDO WAGNER","SC","2015","535","","1200210","","2243,38",""
"420070","ALFREDO WAGNER","SC","2018","290","","618163","","2131,60",""
"420070","ALFREDO WAGNER","SC","2014","661","","1468664","","2221,88",""
"420070","ALFREDO WAGNER","SC","2013","766","","1663616","","2171,82",""
"420070","ALFREDO WAGNER","SC","2020","264","","162618,00","","615,98",""
"420070","ALFREDO WAGNER","SC","2019","238","","541345,00","","2274,56",""
"420075","ALTO BELA VISTA","SC","2020","14","","5841,00","","417,21",""
"420075","ALTO BELA VISTA","SC","2019","13","","20088,00","","1545,23",""
"420075","ALTO BELA VISTA","SC","2015","34","","52781","","1552,38",""
"420075","ALTO BELA VISTA","SC","2018","16","","27805","","1737,81",""
"420075","ALTO BELA VISTA","SC","2014","35","","56838","","1623,94",""
"420075","ALTO BELA VISTA","SC","2016","25","","39234,00","","1569,36",""
"420075","ALTO BELA VISTA","SC","2013","39","","57800","","1482,05",""
"420075","ALTO BELA VISTA","SC","2017","17","","23082","","1357,76",""
"420075","ALTO BELA VISTA","SC","2021","21","","16435","","782,62",""
"420080","ANCHIETA","SC","2014","228","","346641","","1520,36",""
"420080","ANCHIETA","SC","2018","114","","214798","","1884,19",""
"420080","ANCHIETA","SC","2019","104","","196625,00","","1890,63",""
"420080","ANCHIETA","SC","2015","243","","370151","","1523,26",""
"420080","ANCHIETA","SC","2016","198","","345839,00","","1746,66",""
"420080","ANCHIETA","SC","2013","226","","314358","","1390,96",""
"420080","ANCHIETA","SC","2021","161","","162565","","1009,72",""
"420080","ANCHIETA","SC","2020","140","","102614,00","","732,96",""
"420080","ANCHIETA","SC","2017","156","","287302","","1841,68",""
"420090","ANGELINA","SC","2017","94","","161562","","1718,74",""
"420090","ANGELINA","SC","2018","104","","164429","","1581,05",""
"420090","ANGELINA","SC","2016","106","","177751,00","","1676,90",""
"420090","ANGELINA","SC","2015","135","","217919","","1614,21",""
"420090","ANGELINA","SC","2019","98","","173471,00","","1770,11",""
"420090","ANGELINA","SC","2014","143","","221846","","1551,37",""
"420090","ANGELINA","SC","2021","118","","82249","","697,03",""
"420090","ANGELINA","SC","2020","108","","48311,00","","447,32",""
"420090","ANGELINA","SC","2013","148","","236794","","1599,96",""
"420100","ANITA GARIBALDI","SC","2019","720","","1727928,00","","2399,90",""
"420100","ANITA GARIBALDI","SC","2020","794","","555581,00","","699,72",""
"420100","ANITA GARIBALDI","SC","2017","706","","1295626","","1835,16",""
"420100","ANITA GARIBALDI","SC","2015","706","","1277398","","1809,35",""
"420100","ANITA GARIBALDI","SC","2013","766","","1646334","","2149,26",""
"420100","ANITA GARIBALDI","SC","2018","745","","1621513","","2176,53",""
"420100","ANITA GARIBALDI","SC","2016","642","","1181319,00","","1840,06",""
"420100","ANITA GARIBALDI","SC","2014","712","","1449370","","2035,63",""
"420100","ANITA GARIBALDI","SC","2021","809","","975901","","1206,31",""
"420110","ANITÁPOLIS","SC","2016","130","","235744,00","","1813,42",""
"420110","ANITÁPOLIS","SC","2017","135","","214122","","1586,09",""
"420110","ANITÁPOLIS","SC","2020","133","","62187,00","","467,57",""
"420110","ANITÁPOLIS","SC","2018","127","","248179","","1954,17",""
"420110","ANITÁPOLIS","SC","2015","164","","260764","","1590,02",""
"420110","ANITÁPOLIS","SC","2014","163","","241195","","1479,72",""
"420110","ANITÁPOLIS","SC","2013","154","","192778","","1251,81",""
"420110","ANITÁPOLIS","SC","2019","114","","252222,00","","2212,47",""
"420110","ANITÁPOLIS","SC","2021","153","","170231","","1112,62",""
"420120","ANTÔNIO CARLOS","SC","2017","100","","154415","","1544,15",""
"420120","ANTÔNIO CARLOS","SC","2018","128","","231389","","1807,73",""
"420120","ANTÔNIO CARLOS","SC","2015","96","","159436","","1660,79",""
"420120","ANTÔNIO CARLOS","SC","2019","136","","276094,00","","2030,10",""
"420120","ANTÔNIO CARLOS","SC","2021","133","","172796","","1299,22",""
"420120","ANTÔNIO CARLOS","SC","2020","133","","117618,00","","884,35",""
"420120","ANTÔNIO CARLOS","SC","2014","102","","162798","","1596,06",""
"420120","ANTÔNIO CARLOS","SC","2016","97","","146243,00","","1507,66",""
"420120","ANTÔNIO CARLOS","SC","2013","92","","139738","","1518,89",""
"420125","APIÚNA","SC","2014","132","","233142","","1766,23",""
"420125","APIÚNA","SC","2020","114","","81759,00","","717,18",""
"420125","APIÚNA","SC","2019","80","","237249,00","","2965,61",""
"420125","APIÚNA","SC","2017","150","","346407","","2309,38",""
"420125","APIÚNA","SC","2021","132","","169455","","1283,75",""
"420125","APIÚNA","SC","2018","129","","304522","","2360,64",""
"420125","APIÚNA","SC","2015","128","","261223","","2040,80",""
"420125","APIÚNA","SC","2013","118","","205352","","1740,27",""
"420125","APIÚNA","SC","2016","166","","274030,00","","1650,78",""
"420127","ARABUTÃ","SC","2020","26","","18627,00","","716,42",""
"420127","ARABUTÃ","SC","2017","23","","40407","","1756,83",""
"420127","ARABUTÃ","SC","2016","37","","78842,00","","2130,86",""
"420127","ARABUTÃ","SC","2021","42","","54863","","1306,26",""
"420127","ARABUTÃ","SC","2014","60","","80088","","1334,80",""
"420127","ARABUTÃ","SC","2013","58","","71386","","1230,79",""
"420127","ARABUTÃ","SC","2015","56","","90185","","1610,45",""
"420127","ARABUTÃ","SC","2018","30","","50939","","1697,97",""
"420127","ARABUTÃ","SC","2019","22","","62627,00","","2846,68",""
"420130","ARAQUARI","SC","2020","1152","","861477,00","","747,81",""
"420130","ARAQUARI","SC","2015","508","","1094768","","2155,06",""
"420130","ARAQUARI","SC","2018","813","","1419741","","1746,30",""
"420130","ARAQUARI","SC","2021","1147","","1567415","","1366,53",""
"420130","ARAQUARI","SC","2014","614","","1322303","","2153,59",""
"420130","ARAQUARI","SC","2013","792","","1553344","","1961,29",""
"420130","ARAQUARI","SC","2016","540","","1065981,00","","1974,04",""
"420130","ARAQUARI","SC","2019","905","","2189226,00","","2419,03",""
"420130","ARAQUARI","SC","2017","603","","1030573","","1709,08",""
"420140","ARARANGUÁ","SC","2017","812","","1423417","","1752,98",""
"420140","ARARANGUÁ","SC","2015","1258","","2340597","","1860,57",""
"420140","ARARANGUÁ","SC","2018","833","","1380692","","1657,49",""
"420140","ARARANGUÁ","SC","2019","752","","1317974,00","","1752,63",""
"420140","ARARANGUÁ","SC","2020","903","","485891,00","","538,09",""
"420140","ARARANGUÁ","SC","2021","968","","738019","","762,42",""
"420140","ARARANGUÁ","SC","2016","927","","1909160,00","","2059,50",""
"420140","ARARANGUÁ","SC","2014","1542","","2654163","","1721,25",""
"420140","ARARANGUÁ","SC","2013","1848","","2887140","","1562,31",""
"420150","ARMAZÉM","SC","2014","134","","252772","","1886,36",""
"420150","ARMAZÉM","SC","2013","158","","263082","","1665,08",""
"420150","ARMAZÉM","SC","2021","173","","283703","","1639,90",""
"420150","ARMAZÉM","SC","2018","205","","416801","","2033,18",""
"420150","ARMAZÉM","SC","2017","176","","412032","","2341,09",""
"420150","ARMAZÉM","SC","2015","134","","248234","","1852,49",""
"420150","ARMAZÉM","SC","2019","194","","523771,00","","2699,85",""
"420150","ARMAZÉM","SC","2020","175","","192439,00","","1099,65",""
"420150","ARMAZÉM","SC","2016","130","","307958,00","","2368,91",""
"420160","ARROIO TRINTA","SC","2015","54","","93926","","1739,37",""
"420160","ARROIO TRINTA","SC","2018","46","","103220","","2243,91",""
"420160","ARROIO TRINTA","SC","2017","47","","89110","","1895,96",""
"420160","ARROIO TRINTA","SC","2014","57","","85439","","1498,93",""
"420160","ARROIO TRINTA","SC","2020","25","","23655,00","","946,20",""
"420160","ARROIO TRINTA","SC","2013","54","","71702","","1327,81",""
"420160","ARROIO TRINTA","SC","2016","50","","98853,00","","1977,06",""
"420160","ARROIO TRINTA","SC","2021","20","","28298","","1414,90",""
"420160","ARROIO TRINTA","SC","2019","26","","80610,00","","3100,38",""
"420165","ARVOREDO","SC","2019","37","","65098,00","","1759,41",""
"420165","ARVOREDO","SC","2013","51","","73196","","1435,22",""
"420165","ARVOREDO","SC","2018","42","","66517","","1583,74",""
"420165","ARVOREDO","SC","2015","47","","76324","","1623,91",""
"420165","ARVOREDO","SC","2020","34","","30544,00","","898,35",""
"420165","ARVOREDO","SC","2017","39","","75841","","1944,64",""
"420165","ARVOREDO","SC","2014","50","","74601","","1492,02",""
"420165","ARVOREDO","SC","2021","36","","40850","","1134,72",""
"420165","ARVOREDO","SC","2016","43","","73275,00","","1704,07",""
"420170","ASCURRA","SC","2020","60","","49473,00","","824,55",""
"420170","ASCURRA","SC","2019","41","","97066,00","","2367,46",""
"420170","ASCURRA","SC","2018","44","","92937","","2112,20",""
"420170","ASCURRA","SC","2013","43","","63378","","1473,91",""
"420170","ASCURRA","SC","2021","77","","99659","","1294,27",""
"420170","ASCURRA","SC","2015","46","","62502","","1358,74",""
"420170","ASCURRA","SC","2014","40","","61728","","1543,20",""
"420170","ASCURRA","SC","2016","49","","74918,00","","1528,94",""
"420170","ASCURRA","SC","2017","54","","85884","","1590,44",""
"420180","ATALANTA","SC","2018","47","","98367","","2092,91",""
"420180","ATALANTA","SC","2017","50","","118031","","2360,62",""
"420180","ATALANTA","SC","2019","36","","98770,00","","2743,61",""
"420180","ATALANTA","SC","2015","55","","136259","","2477,44",""
"420180","ATALANTA","SC","2014","86","","174812","","2032,70",""
"420180","ATALANTA","SC","2021","41","","55662","","1357,61",""
"420180","ATALANTA","SC","2013","105","","166494","","1585,66",""
"420180","ATALANTA","SC","2020","38","","28089,00","","739,18",""
"420180","ATALANTA","SC","2016","64","","146666,00","","2291,66",""
"420190","AURORA","SC","2019","39","","69610,00","","1784,87",""
"420190","AURORA","SC","2017","42","","64470","","1535,00",""
"420190","AURORA","SC","2014","44","","89304","","2029,64",""
"420190","AURORA","SC","2020","60","","34174,00","","569,57",""
"420190","AURORA","SC","2016","40","","77847,00","","1946,18",""
"420190","AURORA","SC","2015","50","","72352","","1447,04",""
"420190","AURORA","SC","2018","44","","68266","","1551,50",""
"420190","AURORA","SC","2013","75","","112780","","1503,73",""
"420190","AURORA","SC","2021","66","","84026","","1273,12",""
"420195","BALNEÁRIO ARROIO DO SILVA","SC","2021","407","","285493","","701,46",""
"420195","BALNEÁRIO ARROIO DO SILVA","SC","2013","486","","878684","","1807,99",""
"420195","BALNEÁRIO ARROIO DO SILVA","SC","2017","312","","545908","","1749,71",""
"420195","BALNEÁRIO ARROIO DO SILVA","SC","2014","500","","1010272","","2020,54",""
"420195","BALNEÁRIO ARROIO DO SILVA","SC","2019","285","","481913,00","","1690,92",""
"420195","BALNEÁRIO ARROIO DO SILVA","SC","2020","340","","151128,00","","444,49",""
"420195","BALNEÁRIO ARROIO DO SILVA","SC","2016","406","","769795,00","","1896,05",""
"420195","BALNEÁRIO ARROIO DO SILVA","SC","2018","326","","499951","","1533,59",""
"420195","BALNEÁRIO ARROIO DO SILVA","SC","2015","474","","903825","","1906,80",""
"420200","BALNEÁRIO CAMBORIÚ","SC","2017","529","","872124","","1648,63",""
"420200","BALNEÁRIO CAMBORIÚ","SC","2016","424","","669724,00","","1579,54",""
"420200","BALNEÁRIO CAMBORIÚ","SC","2019","667","","1541960,00","","2311,78",""
"420200","BALNEÁRIO CAMBORIÚ","SC","2020","930","","702544,00","","755,42",""
"420200","BALNEÁRIO CAMBORIÚ","SC","2018","765","","1328368","","1736,43",""
"420200","BALNEÁRIO CAMBORIÚ","SC","2015","352","","612424","","1739,84",""
"420200","BALNEÁRIO CAMBORIÚ","SC","2014","354","","585849","","1654,94",""
"420200","BALNEÁRIO CAMBORIÚ","SC","2021","1354","","1636870","","1208,91",""
"420200","BALNEÁRIO CAMBORIÚ","SC","2013","418","","704198","","1684,68",""
"420205","BALNEÁRIO BARRA DO SUL","SC","2018","517","","1129094","","2183,93",""
"420205","BALNEÁRIO BARRA DO SUL","SC","2013","339","","697130","","2056,43",""
"420205","BALNEÁRIO BARRA DO SUL","SC","2015","339","","760229","","2242,56",""
"420205","BALNEÁRIO BARRA DO SUL","SC","2019","503","","1246503,00","","2478,14",""
"420205","BALNEÁRIO BARRA DO SUL","SC","2020","468","","395773,00","","845,67",""
"420205","BALNEÁRIO BARRA DO SUL","SC","2017","463","","1051780","","2271,66",""
"420205","BALNEÁRIO BARRA DO SUL","SC","2021","456","","625796","","1372,36",""
"420205","BALNEÁRIO BARRA DO SUL","SC","2016","356","","872296,00","","2450,27",""
"420205","BALNEÁRIO BARRA DO SUL","SC","2014","358","","732483","","2046,04",""
"420207","BALNEÁRIO GAIVOTA","SC","2017","392","","642211","","1638,29",""
"420207","BALNEÁRIO GAIVOTA","SC","2021","404","","484708","","1199,77",""
"420207","BALNEÁRIO GAIVOTA","SC","2013","344","","457724","","1330,59",""
"420207","BALNEÁRIO GAIVOTA","SC","2020","403","","296299,00","","735,23",""
"420207","BALNEÁRIO GAIVOTA","SC","2014","340","","537081","","1579,65",""
"420207","BALNEÁRIO GAIVOTA","SC","2019","397","","959821,00","","2417,69",""
"420207","BALNEÁRIO GAIVOTA","SC","2015","379","","572762","","1511,25",""
"420207","BALNEÁRIO GAIVOTA","SC","2016","348","","582363,00","","1673,46",""
"420207","BALNEÁRIO GAIVOTA","SC","2018","464","","838085","","1806,22",""
"420208","BANDEIRANTE","SC","2016","158","","335193,00","","2121,47",""
"420208","BANDEIRANTE","SC","2017","138","","276627","","2004,54",""
"420208","BANDEIRANTE","SC","2014","159","","265445","","1669,47",""
"420208","BANDEIRANTE","SC","2015","164","","292678","","1784,62",""
"420208","BANDEIRANTE","SC","2020","96","","59381,00","","618,55",""
"420208","BANDEIRANTE","SC","2013","178","","259006","","1455,09",""
"420208","BANDEIRANTE","SC","2018","99","","230797","","2331,28",""
"420208","BANDEIRANTE","SC","2021","105","","96210","","916,29",""
"420208","BANDEIRANTE","SC","2019","90","","188806,00","","2097,84",""
"420209","BARRA BONITA","SC","2015","84","","139739","","1663,56",""
"420209","BARRA BONITA","SC","2020","41","","26746,00","","652,34",""
"420209","BARRA BONITA","SC","2018","47","","98899","","2104,23",""
"420209","BARRA BONITA","SC","2016","83","","156742,00","","1888,46",""
"420209","BARRA BONITA","SC","2013","85","","126192","","1484,61",""
"420209","BARRA BONITA","SC","2014","80","","137288","","1716,10",""
"420209","BARRA BONITA","SC","2021","57","","65575","","1150,44",""
"420209","BARRA BONITA","SC","2017","69","","138288","","2004,17",""
"420209","BARRA BONITA","SC","2019","39","","79990,00","","2051,03",""
"420210","BARRA VELHA","SC","2016","648","","1143521,00","","1764,69",""
"420210","BARRA VELHA","SC","2020","796","","611293,00","","767,96",""
"420210","BARRA VELHA","SC","2014","380","","654993","","1723,67",""
"420210","BARRA VELHA","SC","2021","776","","993668","","1280,50",""
"420210","BARRA VELHA","SC","2018","816","","1504301","","1843,51",""
"420210","BARRA VELHA","SC","2015","525","","811143","","1545,03",""
"420210","BARRA VELHA","SC","2013","369","","600530","","1627,45",""
"420210","BARRA VELHA","SC","2019","760","","1686460,00","","2219,03",""
"420210","BARRA VELHA","SC","2017","708","","1300465","","1836,81",""
"420213","BELA VISTA DO TOLDO","SC","2016","464","","833813,00","","1797,01",""
"420213","BELA VISTA DO TOLDO","SC","2019","382","","745546,00","","1951,69",""
"420213","BELA VISTA DO TOLDO","SC","2020","418","","225790,00","","540,17",""
"420213","BELA VISTA DO TOLDO","SC","2014","566","","937307","","1656,02",""
"420213","BELA VISTA DO TOLDO","SC","2017","432","","746023","","1726,91",""
"420213","BELA VISTA DO TOLDO","SC","2018","403","","737370","","1829,70",""
"420213","BELA VISTA DO TOLDO","SC","2015","502","","920386","","1833,44",""
"420213","BELA VISTA DO TOLDO","SC","2013","566","","829496","","1465,54",""
"420213","BELA VISTA DO TOLDO","SC","2021","448","","412390","","920,51",""
"420215","BELMONTE","SC","2014","93","","168734","","1814,34",""
"420215","BELMONTE","SC","2020","49","","26901,00","","549,00",""
"420215","BELMONTE","SC","2017","76","","106857","","1406,01",""
"420215","BELMONTE","SC","2013","97","","150696","","1553,57",""
"420215","BELMONTE","SC","2021","67","","74997","","1119,36",""
"420215","BELMONTE","SC","2015","81","","149140","","1841,23",""
"420215","BELMONTE","SC","2018","73","","99037","","1356,67",""
"420215","BELMONTE","SC","2019","46","","79091,00","","1719,37",""
"420215","BELMONTE","SC","2016","82","","141890,00","","1730,37",""
"420220","BENEDITO NOVO","SC","2020","81","","75007,00","","926,01",""
"420220","BENEDITO NOVO","SC","2017","49","","124893","","2548,84",""
"420220","BENEDITO NOVO","SC","2014","33","","44552","","1350,06",""
"420220","BENEDITO NOVO","SC","2018","65","","127831","","1966,63",""
"420220","BENEDITO NOVO","SC","2019","66","","161046,00","","2440,09",""
"420220","BENEDITO NOVO","SC","2016","57","","118455,00","","2078,16",""
"420220","BENEDITO NOVO","SC","2021","101","","161324","","1597,27",""
"420220","BENEDITO NOVO","SC","2013","30","","56842","","1894,73",""
"420220","BENEDITO NOVO","SC","2015","46","","83787","","1821,46",""
"420230","BIGUAÇU","SC","2016","1221","","2888327,00","","2365,54",""
"420230","BIGUAÇU","SC","2013","1676","","3382422","","2018,15",""
"420230","BIGUAÇU","SC","2017","1381","","2864341","","2074,11",""
"420230","BIGUAÇU","SC","2020","1844","","1575938,00","","854,63",""
"420230","BIGUAÇU","SC","2019","1632","","4289391,00","","2628,30",""
"420230","BIGUAÇU","SC","2015","1431","","3078207","","2151,09",""
"420230","BIGUAÇU","SC","2014","1415","","3321408","","2347,28",""
"420230","BIGUAÇU","SC","2018","1741","","3977027","","2284,33",""
"420230","BIGUAÇU","SC","2021","1810","","2494636","","1378,25",""
"420240","BLUMENAU","SC","2021","4081","","6060627","","1485,08",""
"420240","BLUMENAU","SC","2013","2957","","5509532","","1863,22",""
"420240","BLUMENAU","SC","2014","2939","","5898010","","2006,81",""
"420240","BLUMENAU","SC","2019","3175","","8296831,00","","2613,18",""
"420240","BLUMENAU","SC","2016","3179","","6754428,00","","2124,70",""
"420240","BLUMENAU","SC","2017","3648","","7762225","","2127,80",""
"420240","BLUMENAU","SC","2015","2874","","6281181","","2185,52",""
"420240","BLUMENAU","SC","2020","3792","","3250753,00","","857,27",""
"420240","BLUMENAU","SC","2018","3430","","8182918","","2385,69",""
"420243","BOCAINA DO SUL","SC","2015","239","","375717","","1572,04",""
"420243","BOCAINA DO SUL","SC","2018","182","","345860","","1900,33",""
"420243","BOCAINA DO SUL","SC","2019","169","","376001,00","","2224,86",""
"420243","BOCAINA DO SUL","SC","2021","229","","253200","","1105,68",""
"420243","BOCAINA DO SUL","SC","2020","200","","123842,00","","619,21",""
"420243","BOCAINA DO SUL","SC","2014","204","","324455","","1590,47",""
"420243","BOCAINA DO SUL","SC","2016","227","","404557,00","","1782,19",""
"420243","BOCAINA DO SUL","SC","2013","199","","263892","","1326,09",""
"420243","BOCAINA DO SUL","SC","2017","178","","344554","","1935,70",""
"420245","BOMBINHAS","SC","2021","377","","689655","","1829,32",""
"420245","BOMBINHAS","SC","2013","263","","384458","","1461,82",""
"420245","BOMBINHAS","SC","2014","230","","465375","","2023,37",""
"420245","BOMBINHAS","SC","2016","354","","731719,00","","2067,00",""
"420245","BOMBINHAS","SC","2020","375","","387288,00","","1032,77",""
"420245","BOMBINHAS","SC","2015","291","","542864","","1865,51",""
"420245","BOMBINHAS","SC","2018","466","","1175710","","2522,98",""
"420245","BOMBINHAS","SC","2019","355","","1181341,00","","3327,72",""
"420245","BOMBINHAS","SC","2017","451","","893017","","1980,08",""
"420250","BOM JARDIM DA SERRA","SC","2021","230","","304802","","1325,23",""
"420250","BOM JARDIM DA SERRA","SC","2013","361","","534486","","1480,57",""
"420250","BOM JARDIM DA SERRA","SC","2015","286","","482325","","1686,45",""
"420250","BOM JARDIM DA SERRA","SC","2019","211","","483309,00","","2290,56",""
"420250","BOM JARDIM DA SERRA","SC","2018","235","","470669","","2002,85",""
"420250","BOM JARDIM DA SERRA","SC","2017","225","","474325","","2108,11",""
"420250","BOM JARDIM DA SERRA","SC","2016","238","","462173,00","","1941,90",""
"420250","BOM JARDIM DA SERRA","SC","2014","278","","516085","","1856,42",""
"420250","BOM JARDIM DA SERRA","SC","2020","213","","183876,00","","863,27",""
"420253","BOM JESUS","SC","2014","170","","336788","","1981,11",""
"420253","BOM JESUS","SC","2021","156","","172953","","1108,67",""
"420253","BOM JESUS","SC","2019","184","","432339,00","","2349,67",""
"420253","BOM JESUS","SC","2015","155","","327294","","2111,57",""
"420253","BOM JESUS","SC","2018","200","","442150","","2210,75",""
"420253","BOM JESUS","SC","2016","152","","362350,00","","2383,88",""
"420253","BOM JESUS","SC","2020","164","","137914,00","","840,94",""
"420253","BOM JESUS","SC","2013","179","","325602","","1819,01",""
"420253","BOM JESUS","SC","2017","195","","407992","","2092,27",""
"420257","BOM JESUS DO OESTE","SC","2021","44","","53176","","1208,55",""
"420257","BOM JESUS DO OESTE","SC","2013","101","","176388","","1746,42",""
"420257","BOM JESUS DO OESTE","SC","2019","52","","123420,00","","2373,46",""
"420257","BOM JESUS DO OESTE","SC","2014","92","","166304","","1807,65",""
"420257","BOM JESUS DO OESTE","SC","2016","45","","122325,00","","2718,33",""
"420257","BOM JESUS DO OESTE","SC","2020","47","","36739,00","","781,68",""
"420257","BOM JESUS DO OESTE","SC","2017","65","","124809","","1920,14",""
"420257","BOM JESUS DO OESTE","SC","2015","68","","144915","","2131,10",""
"420257","BOM JESUS DO OESTE","SC","2018","59","","130183","","2206,49",""
"420260","BOM RETIRO","SC","2014","561","","1130149","","2014,53",""
"420260","BOM RETIRO","SC","2016","457","","957298,00","","2094,74",""
"420260","BOM RETIRO","SC","2018","486","","1032736","","2124,97",""
