CO_MUNICIPIO;PIB_2013;PIB_2014;PIB_2015;PIB_2016;PIB_2017;PIB_2018;PIB_2019;PIB_2020;PIB_2021
1720309;33802;36404;37170;41213;44264;46328;50359;55143;61804
1720499;54167;74912;89407;69729;137087;91623;94803;134376;156734
1720655;78217;104922;114823;115055;148305;155351;173876;199990;240329
1720804;65038;67937;74661;87252;89596;102291;105549;113118;132862
1720853;37139;46224;54742;36642;58862;64195;63642;110324;532374
1720903;193306;208493;265931;218948;230434;242038;236755;248520;318253
1720937;17366;18739;20313;23378;21997;22975;27882;30853;35246
1720978;48192;59776;66286;65840;83396;82298;89557;123746;146708
1721000;5794789;6593224;7394463;8100689;8503493;9430360;10455116;9942512;10333419
1721109;47927;49172;58998;61070;67831;71807;129131;134695;191373
1721208;210670;225046;242602;270686;300131;294325;325690;343514;372642
1721257;79472;68282;47485;46019;46142;49166;55980;111732;118839
1721307;21891;25998;24533;28051;28582;29772;29993;33577;38619
1722081;125772;134428;138573;154098;161897;140641;134885;149271;183424
1722107;286393;318805;313481;296638;341493;289815;281272;358297;471020
2100055;1567270;1780203;2015260;2001694;2202738;2598977;2354544;2664608;3828780
2100105;27805;35663;36080;35380;44851;51330;52155;71866;85068
2100154;53098;59143;64838;73179;73174;85969;84659;89545;101672
2100204;87866;100009;104435;117713;116313;129607;125437;132194;148797
2100303;114885;170017;208642;169701;174110;181015;199063;211250;249450
2100402;45859;54920;60097;62801;56338;56419;58607;61573;71526
2100436;164804;201197;202298;217380;219945;268639;262247;243765;303156
2100477;134434;135088;145518;176299;181816;190348;205207;230379;251786
2100501;248823;285924;310911;185156;287616;349328;338856;492109;578991
2100550;31556;35409;39113;48117;49035;51419;51820;54956;70213
2100600;195083;224895;251507;285791;273621;313670;305979;335205;388693
2100709;127903;141744;149010;174490;176950;177517;175340;183161;207643
2100808;107057;127885;109529;132013;135894;131342;120492;141272;149133
2100832;74032;87963;90648;104176;104064;108770;117366;122607;133979
2100873;56314;62165;64860;77821;77795;81055;79382;90756;101754
2100907;189003;216309;234546;257455;269138;269399;269517;275900;282823
2100956;160678;178201;180057;222822;211969;233246;236073;252021;290362
2101004;169379;199156;210033;234978;229583;253435;252088;272188;313303
2101103;53566;58074;61582;70310;68771;73856;78489;84159;97443
2101202;880682;1061251;1017126;1129029;1133533;1210810;1254485;1355117;1514711
2101251;264817;383232;281332;344801;339375;306817;253682;352158;599322
2101301;77107;85835;84818;90823;96548;98271;107986;111632;122906
2101350;22438;27241;28661;33776;35101;35065;35553;38205;39600
2101400;2525749;2914003;2627847;2387268;3045948;3493484;3493570;4772084;6307610
2101509;130597;165958;190307;230965;210046;205982;203590;224177;268565
2101608;495957;577228;551109;602676;649249;722264;710346;743643;889327
2101707;317002;377514;389696;441930;457836;484767;481304;502405;635796
2101731;28215;35589;35840;42166;47588;46356;46993;58026;60734
2101772;52078;62480;59913;75614;79653;84589;82340;85346;107575
2101806;25677;28652;34438;35771;39728;42785;42519;58872;73162
2101905;76447;84630;98839;111637;119026;129085;122644;133471;138140
2101939;39099;45944;45301;49820;49165;49354;51133;54286;105126
2101970;38061;47093;55211;56189;61457;62701;59532;60096;67554
2102002;219672;241659;244297;278985;302628;314773;317567;339522;411430
2102036;206777;227339;234594;253730;261959;289674;277738;328814;375736
2102077;65701;73250;79867;87120;85887;89704;93589;102588;117983
2102101;219982;253370;221320;226563;274024;291710;254831;332917;328697
2102150;44160;44315;52915;62470;52039;56880;62743;63070;71082
2102200;130280;154220;153571;164186;187543;202129;191398;238384;277995
2102309;97853;121819;130033;152613;153791;169172;172871;188993;238710
2102325;386281;434365;473539;491265;496161;560128;547038;669012;748132
2102358;64214;69985;75849;91869;89418;99237;95937;113849;122497
2102374;37388;46185;49531;56397;56990;55037;55800;56927;60992
2102408;39246;40994;43933;51030;53269;55239;59442;62942;70673
2102507;76248;83745;89360;98377;98950;103119;109247;112658;128111
2102556;78196;100175;133814;148854;173647;165206;197437;191753;214038
2102606;87383;101963;103628;125762;121929;129672;135409;142327;146821
2102705;84009;100487;109901;121757;120067;124232;130391;136097;153436
2102754;63005;79946;82744;111711;131076;143555;165605;188416;284011
2102804;230350;259590;285178;242848;308131;322563;352797;493586;525940
2102903;128702;138625;144879;166659;155306;165981;166572;178216;202040
2103000;1324810;1419668;1451640;1669413;1708947;1810191;1810975;1910632;2112941
2103109;47178;53501;54388;57317;63704;67404;68655;71788;78602
2103125;31287;35450;36429;43625;43714;48115;46821;47013;58363
2103158;55391;61620;62216;70008;71079;80630;86071;86633;103761
2103174;98971;111449;117381;141450;140870;146351;137811;154499;200805
2103208;462806;560481;551380;656552;655648;710341;736826;793067;894509
2103257;98141;127598;129559;134004;128191;130210;144682;174979;183588
2103307;777227;884863;880433;1025608;954063;961571;1033416;1165332;1648786
2103406;254515;322053;350541;376671;337821;366978;363065;386079;462763
2103505;247566;287907;304072;300140;321582;383083;402481;458770;553253
2103554;81131;88724;95176;108033;97202;109203;122809;133363;147232
2103604;290776;342553;354079;402038;397738;456535;443384;479587;533670
2103703;157226;179723;183721;202342;215857;233826;230005;232034;264588
2103752;64720;120416;418091;717649;623860;475511;435822;153646;190230
2103802;160229;183301;206382;212374;223561;229483;234858;244025;262586
2103901;43844;58917;56055;64590;68642;76860;75728;78514;86926
2104008;102600;122123;119781;132049;124108;140249;143256;147479;159009
2104057;854344;614838;686504;686367;793960;982492;944775;975695;1138794
2104073;47726;52927;82182;67412;65115;75600;81424;88358;118019
2104081;38217;46157;46982;52509;54846;70161;68857;84315;100433
2104099;102543;108304;113576;130364;131833;139835;145391;161476;202181
2104107;122809;126136;125562;128291;141838;158398;160426;230288;346720
2104206;87269;99915;89291;97851;102699;108006;110910;126399;143321
2104305;132739;147847;122213;68685;75766;114843;415681;1318261;2658714
2104404;82285;96628;107551;111169;114542;120683;127000;132603;150088
2104503;48625;58287;64251;71788;67241;77554;67993;82788;91925
2104552;221052;310524;272121;309553;262396;256702;265820;317403;375030
2104602;70032;74407;88280;93957;95062;97604;102441;113374;118448
2104628;37175;40358;44583;46819;50910;55414;56922;65982;71094
2104651;46505;45262;52381;62546;60912;67248;66964;74882;84191
2104677;154639;166049;168186;188534;181561;214645;220002;225842;258016
2104701;31417;32712;36882;39114;42154;38686;41006;44898;54166
2104800;480883;537013;530213;571181;669769;750825;738529;845259;1149837
2104909;56402;61284;62826;71858;81860;84478;82500;86762;93414
2105005;103936;116471;119233;137047;144749;161007;161364;168574;184411
2105104;94255;110440;118202;134071;133765;155840;161612;172101;178973
2105153;164831;119678;122983;157526;159422;186081;197734;229319;370692
2105203;57979;71327;71854;86374;81835;88857;93195;103945;117754
2105302;5071532;5741926;6010806;6977204;6609422;7141379;7450113;7193514;7693511
2105351;70736;70906;64866;76743;78569;84230;88326;88967;107310
2105401;394836;463974;482128;551510;594081;562978;552351;649875;772940
2105427;193587;220161;230848;270001;283493;316903;327257;406286;489270
2105450;36581;48842;48820;55949;59925;64818;66656;73117;75706
2105476;66392;76935;80687;87026;89203;93561;101454;107006;125762
2105500;136927;173203;179947;201514;190145;216440;213700;233874;270665
2105609;73540;88532;81379;96828;97469;86452;93649;113915;116564
2105658;29663;30113;33135;39593;42330;45724;43483;52260;61714
2105708;254077;282883;325781;362458;366466;395324;414224;422838;550477
2105807;44187;52022;56901;67200;65710;69138;70008;68940;86662
2105906;76420;84645;88235;97400;99231;105373;116404;130708;135765
2105922;45745;60870;61006;66816;75446;78216;74217;84519;97026
2105948;49179;59715;59923;68917;72046;79571;74692;104282;83998
2105963;62387;64206;71234;68528;72172;78590;76992;85855;102454
2105989;40869;48905;53484;67218;70457;75197;73879;83822;101485
2106003;65479;72821;156075;132766;150518;171367;147935;140740;274574
2106102;130094;142560;154107;116043;191936;221203;193254;352001;413287
2106201;31729;34848;33374;37812;48059;49725;46049;51951;57351
2106300;87819;103341;94846;109536;115468;122879;118117;126735;140989
2106326;104023;123837;136500;155858;160111;178486;171965;182456;207076
2106359;51208;50608;47346;49531;50490;59419;60958;66313;90824
2106375;67798;77260;81647;90160;94054;98638;101067;103860;120934
2106409;82724;107176;103640;110046;122462;146568;145231;171207;179239
2106508;100868;119190;129416;140440;155135;161407;165288;177730;196785
2106607;114635;137060;151744;168979;174474;184510;196407;210616;256405
2106631;54844;65965;68371;80019;79297;78611;74937;83813;99343
2106672;36764;47688;43703;45480;50278;53229;49781;69362;64355
2106706;114832;136370;156196;149750;179763;205687;181018;230130;277841
2106755;251009;332715;462700;470001;487752;535702;481591;524180;788634
2106805;56916;64734;77271;85265;90901;101529;102602;104861;112073
2106904;146662;157706;168448;188452;199130;216890;234000;238461;257693
2107001;44586;50027;53958;60034;61797;65983;62778;71931;86501
2107100;76106;95827;96239;110899;117045;124207;134789;130610;149936
2107209;43500;51038;53316;59734;64827;72275;76513;82274;88539
2107258;44078;45688;49458;47981;55841;57190;56551;73841;86441
2107308;23110;27409;31025;32761;36821;38640;38293;45672;50977
2107357;111643;125447;121396;127573;132416;132901;140927;154910;183185
2107407;105181;121956;129896;144871;136943;150361;148315;166044;188405
2107456;61015;70109;75958;91439;84615;90140;88906;93848;107307
2107506;577554;694752;715408;793261;864315;930720;990949;1086044;1240527
2107605;90958;104910;108542;122394;124598;123618;124816;128930;139135
2107704;93677;116964;130239;135583;138187;154748;165163;170817;183383
2107803;145540;163595;195684;190770;199564;228413;234793;280522;323004
2107902;82398;103372;109500;123300;127969;146930;155280;169689;200120
2108009;114058;152816;161158;157982;190276;196795;198118;250878;309545
2108058;63570;70424;73739;99092;106005;102909;104409;97062;118360
2108108;114725;130188;134938;151229;145685;150252;162104;159786;194181
2108207;343869;411536;426639;496028;562492;600883;582332;601740;787721
2108256;101084;117531;124442;139323;131169;139964;146378;154552;157904
2108306;133268;146410;153678;168072;187584;213768;216609;236296;253791
2108405;54562;61976;64421;71696;76885;78299;77349;81167;95959
2108454;115698;140073;142182;169907;182687;217463;202702;205091;230472
2108504;178341;200653;372214;314266;282566;259739;269157;315520;296247
2108603;560518;668712;680963;796279;828267;825423;895654;911731;1040054
2108702;107714;124587;135501;159968;147358;159009;161318;172744;191368
2108801;72358;94160;92782;110636;110406;116249;115792;125404;130801
2108900;106072;124232;118846;140071;135541;148815;152205;142356;163110
2109007;495838;413748;426117;499853;470765;522458;517130;693339;1026129
2109056;27095;31056;33940;38471;41899;40386;44516;44287;45867
2109106;384182;467735;452610;519290;550957;586820;584910;651858;755768
2109205;72309;83422;81490;91862;92250;86920;81889;84131;84499
2109239;34208;37936;40755;47911;47715;48710;48017;54722;60695
2109270;118089;125214;125989;142663;136039;127983;128890;136491;165015
2109304;46141;54205;55083;57701;58277;69710;68336;71772;76191
2109403;54330;62493;68025;76062;75664;76491;78443;84103;89108
2109452;179037;196914;179273;210757;213007;237393;246828;257138;286199
2109502;251429;264995;267004;216189;309885;352488;335046;551246;673241
2109551;51527;54956;66202;71755;77430;82556;94143;108713;124208
2109601;218141;290933;276763;306654;310641;357498;371096;405251;443240
2109700;184390;184388;217161;88567;216552;252217;187125;405891;474716
2109759;37283;44642;40179;40929;47169;49914;51008;54392;60216
2109809;192086;217598;222823;261400;279040;286056;268495;308955;358032
2109908;887122;1071450;1142442;1223196;1229422;1289379;1243982;1333160;1466090
2110005;466942;506893;466994;559546;546589;569221;601881;614228;743553
2110039;242749;197218;210468;222390;201655;213777;209575;241304;253366
2110104;117525;136992;149720;168887;162900;184783;182771;190336;218496
2110203;161435;200996;240548;267724;268458;269843;297588;303546;354687
2110237;45812;51844;51743;57159;58103;64675;66746;94041;74107
2110278;52859;68618;65783;76872;81058;79082;78776;86384;95956
2110302;1805433;814806;921936;1276244;1613800;1913636;1864002;2368471;3055591
2110401;65313;87289;88553;104917;111226;124575;126021;140812;143478
2110500;179096;204817;228873;437281;257121;273716;270449;286296;312229
2110609;202670;230865;230061;263272;248031;281006;283234;260541;281230
2110658;169252;155148;155677;110603;173390;217053;174047;244053;320539
2110708;213510;239706;267462;252237;269082;290536;291086;326404;355969
2110807;32058;33904;36323;38941;47926;46637;44361;65324;86169
2110856;63837;74350;84776;95909;95613;102383;99405;104132;121274
2110906;49074;57349;58795;61615;71996;74495;75982;82952;98997
2111003;89157;98722;102406;115818;123443;122744;122792;130420;135625
2111029;76968;84124;83392;90484;85452;91001;93428;103615;123039
2111052;70790;83036;108561;149853;116892;123541;121012;126096;151478
2111078;65766;78760;79645;95422;94708;101575;108805;124754;156403
2111102;176905;229986;222105;256199;263222;266607;273242;300005;341012
2111201;1364988;1583683;1712555;1914649;2005253;2176258;2122860;2158301;2293966
2111250;35292;44174;42025;42868;52235;50427;53288;56829;61953
2111300;23134440;27308046;26798107;28350665;29846794;33577348;32102448;33067132;36535226
2111409;121434;138079;134251;129486;126874;137921;139377;143330;170085
2111508;207011;241195;264211;309701;370150;344744;321124;352694;429291
2111532;71771;69903;76059;89560;95127;97210;106482;104439;127634
2111573;39948;45964;46755;50757;51780;53531;53162;70880;83552
2111607;258214;303795;352517;395668;385799;415658;516311;600856;739661
2111631;26724;33069;32047;36779;35472;38355;36066;40147;43968
2111672;28614;33351;34346;38453;43145;40971;40813;46135;45779
2111706;104997;115749;114836;129701;132105;137053;132101;136735;145781
2111722;45409;53462;57617;65731;66342;71238;77630;80415;93100
2111748;46222;61261;58882;62427;74199;81105;88625;94679;101851
2111763;113834;122135;124350;147948;150237;145160;145954;172230;187168
2111789;40994;51386;55541;63907;67263;68692;53399;61896;72464
2111805;91022;101624;117132;135654;142734;152355;167190;189741;221539
2111904;51498;60190;65303;64585;74318;77581;79527;105294;126237
