CO_MUNICIPIO;TXT_1_CAT1_CATMED;TXT_1_CAT2_CATMED;EVASAO_MED;TDI_MED_CAT_0;TDI_MED_01_CAT_0;TDI_MED_02_CAT_0;TDI_MED_03_CAT_0;IED_MED_CAT_1;IED_MED_CAT_2;IED_MED_CAT_3;IED_MED_CAT_4;IED_MED_CAT_5;IED_MED_CAT_6;TX_1_CAT_MED;TX_2_CAT_MED;TX_3_CAT_MED;TNR_4_CAT_MED;ATU_MED_CAT_0;IRD_EDU_BAS_CAT_1;IRD_EDU_BAS_CAT_2;IRD_EDU_BAS_CAT_3;IRD_EDU_BAS_CAT_4;ICG_EDU_BAS_CAT_1;ICG_EDU_BAS_CAT_2;ICG_EDU_BAS_CAT_3;ICG_EDU_BAS_CAT_4;ICG_EDU_BAS_CAT_5;ICG_EDU_BAS_CAT_6;AFD_MED_CAT_1;AFD_MED_CAT_2;AFD_MED_CAT_3;AFD_MED_CAT_4;AFD_MED_CAT_5;pib_2021
3526506;97.2;0.6;2.2;4.4;5.6;2.6;6.1;0.0;38.5;61.5;0.0;0.0;0.0;99.4;0.6;0.0;0.6;25.7;0.0;14.3;57.1;28.6;12.5;25.0;62.5;0.0;0.0;0.0;80.5;0.0;19.5;0.0;0.0;184896
3526605;97.0;0.0;0.5;18.3;13.6;23.7;17.9;0.0;28.7;7.1;32.1;21.4;10.7;99.1;0.0;0.9;1.8;22.4;14.3;14.3;28.6;42.8;0.0;28.6;57.1;0.0;14.3;0.0;60.9;0.0;39.1;0.0;0.0;133317
3526704;95.1;0.7;4.0;8.6;6.7;9.5;9.7;0.6;7.0;31.7;45.4;10.4;4.9;96.6;0.2;3.2;0.8;30.9;7.1;60.0;28.6;4.3;31.1;44.6;12.2;8.1;2.7;1.3;72.3;0.3;26.9;0.0;0.5;4101867
3526803;95.3;1.7;2.8;12.4;15.1;13.2;8.8;0.4;6.3;34.5;41.6;13.0;4.2;95.6;0.4;4.0;0.8;30.4;0.0;35.8;52.8;11.4;38.6;31.6;10.5;17.5;0.0;1.8;79.8;0.6;19.3;0.3;0.0;4924228
3526902;96.3;1.1;2.3;7.6;7.4;10.4;5.5;0.3;6.6;27.3;51.7;10.1;4.0;95.0;0.9;4.1;0.6;31.8;8.6;49.3;33.6;8.5;36.6;18.9;19.4;18.9;5.1;1.1;72.9;1.5;25.3;0.0;0.3;16060739
3527009;96.3;0.0;1.2;25.8;32.4;27.6;16.1;0.0;4.9;9.5;57.1;9.5;19.0;97.8;2.2;0.0;0.0;18.2;20.0;60.0;20.0;0.0;50.0;16.7;0.0;0.0;16.7;16.6;73.5;0.0;26.5;0.0;0.0;246179
3527108;93.6;2.1;3.2;13.7;14.2;15.1;10.6;0.0;4.8;21.6;47.6;18.1;7.9;95.9;1.9;2.2;2.0;29.0;15.9;49.2;23.8;11.1;45.3;26.6;12.5;12.5;1.6;1.5;74.0;1.1;24.2;0.4;0.3;6763890
3527207;94.5;3.2;1.2;16.3;18.0;18.5;11.8;0.0;13.0;31.8;35.1;12.0;8.1;95.3;1.6;3.1;0.9;31.7;1.4;43.5;49.3;5.8;23.6;43.1;19.4;12.5;1.4;0.0;75.4;0.7;23.4;0.5;0.0;3876663
3527256;95.7;2.1;0.0;15.7;18.5;20.0;7.1;0.0;0.0;93.3;6.7;0.0;0.0;100.0;0.0;0.0;0.0;17.0;0.0;33.3;66.7;0.0;33.3;66.7;0.0;0.0;0.0;0.0;83.3;0.0;16.7;0.0;0.0;43489
3527306;98.3;0.3;1.0;14.7;14.3;15.0;14.8;1.0;3.0;17.8;57.4;13.9;6.9;97.6;0.0;2.4;1.5;34.1;8.0;36.0;52.0;4.0;29.6;37.0;11.1;11.1;7.4;3.8;63.9;0.9;35.2;0.0;0.0;19677151
3527405;87.2;1.4;4.8;4.5;6.0;5.5;1.6;0.0;4.8;64.3;11.9;11.9;7.1;96.5;0.5;3.0;0.0;31.1;7.7;23.1;69.2;0.0;35.7;42.9;14.3;7.1;0.0;0.0;71.7;0.0;28.3;0.0;0.0;584271
3527504;98.7;0.0;1.3;3.8;0.0;0.0;16.7;0.0;0.0;7.7;61.5;15.4;15.4;98.8;1.2;0.0;0.0;19.5;0.0;25.0;0.0;75.0;25.0;50.0;0.0;0.0;25.0;0.0;76.2;0.0;23.8;0.0;0.0;70465
3527603;96.6;0.6;0.4;26.1;24.3;27.1;27.0;6.0;0.0;15.2;36.4;24.2;18.2;97.5;0.4;2.1;0.6;27.1;8.3;33.3;58.4;0.0;41.7;16.7;8.3;16.7;16.6;0.0;80.4;0.0;19.6;0.0;0.0;1556607
3527702;95.4;1.5;2.3;21.3;27.6;17.0;18.4;4.5;4.3;21.7;56.5;4.3;8.7;100.0;0.0;0.0;5.0;26.7;0.0;0.0;100.0;0.0;25.0;50.0;0.0;25.0;0.0;0.0;59.4;0.0;40.6;0.0;0.0;93809
3527801;100.0;0.0;0.0;9.8;10.6;12.5;4.3;0.0;0.0;0.0;75.0;25.0;0.0;100.0;0.0;0.0;6.0;25.5;28.6;14.3;57.1;0.0;57.1;28.6;0.0;0.0;14.3;0.0;58.8;0.0;41.2;0.0;0.0;98337
3527900;94.1;0.0;5.0;17.9;25.8;20.8;10.0;0.0;0.0;0.0;50.0;25.0;25.0;94.6;0.0;5.4;0.0;23.8;0.0;0.0;100.0;0.0;0.0;0.0;50.0;0.0;50.0;0.0;50.0;0.0;50.0;0.0;0.0;101173
3528007;96.6;0.2;3.2;14.0;17.5;14.5;9.8;1.7;3.5;29.8;40.4;19.3;5.3;95.3;0.0;4.7;1.4;30.3;13.3;40.0;40.0;6.7;53.3;20.0;6.7;13.3;6.7;0.0;78.1;4.0;17.9;0.0;0.0;643783
3528106;98.2;0.4;1.4;6.8;9.2;7.8;3.1;0.0;23.1;76.9;0.0;0.0;0.0;100.0;0.0;0.0;1.4;31.4;0.0;100.0;0.0;0.0;40.0;40.0;0.0;20.0;0.0;0.0;65.5;0.0;34.5;0.0;0.0;196952
3528205;97.2;0.0;2.8;11.8;11.5;16.7;4.0;0.0;0.0;100.0;0.0;0.0;0.0;100.0;0.0;0.0;0.0;31.0;0.0;33.3;66.7;0.0;66.7;33.3;0.0;0.0;0.0;0.0;66.7;0.0;33.3;0.0;0.0;90931
3528304;96.7;0.0;3.3;5.4;5.9;9.1;0.0;0.0;14.3;85.7;0.0;0.0;0.0;97.3;0.0;2.7;0.0;24.7;0.0;33.3;66.7;0.0;66.7;0.0;0.0;33.3;0.0;0.0;52.8;0.0;47.2;0.0;0.0;104128
3528403;92.4;2.4;3.3;16.7;20.1;16.4;12.6;0.0;8.1;50.4;29.2;8.8;3.5;95.7;3.0;1.3;1.3;37.3;7.5;45.0;42.5;5.0;27.3;38.6;25.0;4.5;4.6;0.0;74.5;0.3;25.2;0.0;0.0;2695116
3528502;93.7;1.8;4.1;9.0;10.6;9.4;6.8;0.8;5.9;18.8;57.8;11.5;5.2;96.5;0.7;2.8;0.6;29.4;9.8;37.7;47.5;5.0;15.2;47.0;10.6;22.7;4.5;0.0;73.0;0.5;26.3;0.0;0.2;2288092
3528601;97.8;0.9;1.3;10.7;9.9;12.3;10.4;0.0;0.0;3.7;77.8;14.8;3.7;93.4;0.0;6.6;0.0;30.4;14.3;57.1;14.3;14.3;50.0;0.0;37.5;12.5;0.0;0.0;63.2;0.0;36.8;0.0;0.0;291908
3528700;91.6;2.1;5.3;0.0;0.0;0.0;0.0;0.0;0.0;20.0;45.0;25.0;10.0;97.6;0.0;2.4;0.0;16.8;0.0;16.7;83.3;0.0;16.7;33.3;16.7;16.7;16.6;0.0;61.7;0.0;38.3;0.0;0.0;157011
3528809;95.9;2.3;1.1;6.6;4.8;8.2;6.4;0.0;2.6;54.4;31.6;3.8;7.6;97.6;0.2;2.2;3.1;22.2;16.7;58.3;16.7;8.3;30.8;53.8;0.0;7.7;7.7;0.0;81.9;0.0;18.1;0.0;0.0;517398
3528858;100.0;0.0;0.0;9.8;16.3;3.8;6.1;0.0;5.0;0.0;65.0;10.0;20.0;100.0;0.0;0.0;4.8;17.0;0.0;66.7;0.0;33.3;50.0;25.0;0.0;25.0;0.0;0.0;78.4;0.0;21.6;0.0;0.0;119694
3528908;90.4;0.0;0.0;10.1;6.9;14.8;7.7;0.0;0.0;5.2;57.9;31.6;5.3;100.0;0.0;0.0;1.4;11.5;0.0;25.0;50.0;25.0;25.0;50.0;0.0;0.0;25.0;0.0;79.7;0.0;20.3;0.0;0.0;76482
3529005;98.4;0.5;1.0;5.6;6.3;5.8;4.5;0.1;5.4;34.4;48.9;8.9;2.3;98.4;0.4;1.2;0.6;32.2;7.7;39.2;46.9;6.2;24.1;42.6;9.2;21.3;2.1;0.7;71.4;1.6;26.6;0.2;0.2;9755960
3529104;98.2;0.0;1.8;3.6;4.0;5.6;0.0;0.0;0.0;100.0;0.0;0.0;0.0;100.0;0.0;0.0;0.0;18.3;0.0;50.0;50.0;0.0;0.0;100.0;0.0;0.0;0.0;0.0;75.0;0.0;25.0;0.0;0.0;40067
3529203;98.6;0.4;0.8;12.3;13.0;11.5;12.2;2.2;12.2;17.8;48.9;12.2;6.7;97.3;0.4;2.3;2.8;26.4;13.0;30.4;43.5;13.1;34.8;34.8;17.4;13.0;0.0;0.0;84.0;0.7;15.3;0.0;0.0;754950
3529302;94.8;3.6;1.1;6.7;7.2;7.6;5.0;1.1;11.1;25.2;47.5;11.5;3.6;97.5;2.4;0.1;1.6;28.1;0.0;29.1;61.8;9.1;21.4;42.9;16.1;14.3;5.3;0.0;72.4;2.4;24.6;0.6;0.0;5356571
3529401;97.9;1.1;0.7;10.5;10.6;10.6;10.2;0.0;3.9;21.4;54.5;14.9;5.3;94.7;1.5;3.8;0.9;35.4;4.2;43.1;47.9;4.8;26.3;32.3;10.2;22.6;7.5;1.1;76.0;1.0;22.9;0.1;0.0;20776213
3529500;91.4;4.0;2.9;16.1;11.7;15.7;21.9;0.0;0.0;8.7;65.2;17.4;8.7;94.0;6.0;0.0;1.6;24.0;0.0;50.0;25.0;25.0;0.0;50.0;0.0;25.0;25.0;0.0;72.8;0.0;27.2;0.0;0.0;374785
3529609;97.2;0.0;1.9;9.7;4.1;18.5;10.4;0.0;80.0;0.0;20.0;0.0;0.0;100.0;0.0;0.0;2.5;24.8;25.0;25.0;50.0;0.0;25.0;25.0;0.0;50.0;0.0;0.0;58.3;0.0;41.7;0.0;0.0;393842
3529658;94.7;0.0;5.3;9.5;11.1;0.0;25.0;0.0;7.2;85.7;0.0;7.1;0.0;97.4;2.6;0.0;2.5;14.0;0.0;50.0;0.0;50.0;0.0;100.0;0.0;0.0;0.0;0.0;58.3;0.0;41.7;0.0;0.0;81615
3529708;90.5;2.8;4.8;12.5;12.9;14.2;9.4;0.0;8.0;24.0;36.0;18.0;14.0;98.3;1.7;0.0;3.4;34.7;25.0;31.3;31.3;12.4;52.9;17.6;17.6;0.0;11.9;0.0;59.0;0.0;41.0;0.0;0.0;1016137
3529807;97.3;1.3;1.4;13.3;13.8;9.6;16.4;2.2;0.0;10.9;47.8;26.1;13.0;100.0;0.0;0.0;0.2;30.6;0.0;62.5;37.5;0.0;22.2;44.4;0.0;22.2;0.0;11.2;86.7;0.0;13.3;0.0;0.0;226257
3529906;95.1;0.8;3.7;9.0;9.9;7.9;9.1;2.7;5.9;20.3;66.9;1.7;2.5;96.2;0.7;3.1;5.0;22.7;40.6;40.6;15.6;3.2;15.6;43.8;21.9;9.4;9.3;0.0;64.3;0.0;35.7;0.0;0.0;456953
3530003;94.5;3.6;1.9;11.9;13.3;11.1;10.5;0.0;0.0;91.7;8.3;0.0;0.0;100.0;0.0;0.0;4.7;22.3;0.0;50.0;50.0;0.0;50.0;50.0;0.0;0.0;0.0;0.0;83.3;0.0;16.7;0.0;0.0;70362
3530102;99.3;0.0;0.7;3.2;4.5;2.8;2.3;0.0;6.9;52.8;26.4;11.1;2.8;99.8;0.0;0.2;0.6;29.5;4.3;43.5;39.1;13.1;41.7;37.5;12.5;4.2;0.0;4.1;77.5;0.0;22.5;0.0;0.0;738742
3530201;97.4;0.8;1.2;7.1;8.4;8.2;4.7;0.9;1.9;21.3;53.7;19.4;2.8;99.2;0.8;0.0;2.8;15.3;18.8;50.0;31.2;0.0;31.3;31.3;6.3;0.0;25.0;6.1;72.6;0.0;26.7;0.7;0.0;606917
3530300;93.3;2.8;2.3;10.4;10.9;12.1;7.5;0.5;8.1;27.3;51.2;8.1;4.8;93.9;3.8;2.3;1.6;29.6;18.2;15.2;45.5;21.1;38.2;17.6;20.6;17.6;2.9;3.1;70.9;1.6;27.5;0.0;0.0;2660334
3530409;95.2;2.4;2.4;21.4;30.0;20.0;11.4;0.0;6.6;26.7;60.0;6.7;0.0;89.6;2.2;8.2;4.3;29.0;0.0;33.3;66.7;0.0;66.7;16.7;0.0;16.6;0.0;0.0;81.7;0.0;18.3;0.0;0.0;213295
3530508;95.3;2.7;1.7;13.3;12.2;14.9;12.9;0.4;7.3;31.5;44.3;11.1;5.4;97.1;1.9;1.0;1.2;28.8;0.0;23.9;47.8;28.3;19.1;51.1;6.4;17.0;2.1;4.3;67.2;1.1;31.7;0.0;0.0;3043692
3530607;96.2;1.3;2.3;7.8;7.0;11.9;5.8;0.6;6.4;29.4;51.8;8.4;3.4;95.9;1.6;2.5;0.9;31.8;12.4;43.7;34.4;9.5;32.6;33.7;16.6;15.4;1.2;0.5;74.8;1.0;23.8;0.3;0.1;19604517
3530706;92.4;3.1;3.0;16.3;18.7;18.7;12.0;0.6;8.8;28.3;40.7;12.0;9.6;93.5;3.8;2.7;1.0;28.8;3.7;25.0;57.4;13.9;32.7;32.7;14.2;15.0;4.4;1.0;77.1;0.7;21.6;0.6;0.0;6865386
3530805;94.0;1.8;2.7;9.5;10.2;12.4;6.2;0.0;3.9;26.0;43.5;15.2;11.4;97.6;0.6;1.8;0.8;26.9;8.2;23.0;59.0;9.8;9.4;42.2;25.0;17.2;6.2;0.0;81.1;0.4;18.5;0.0;0.0;6313564
3530904;93.9;0.0;6.1;9.6;0.0;17.1;11.1;0.0;7.6;30.8;23.1;30.8;7.7;100.0;0.0;0.0;1.1;15.7;0.0;66.7;33.3;0.0;0.0;60.0;40.0;0.0;0.0;0.0;62.3;0.0;37.7;0.0;0.0;124517
3531001;98.0;2.0;0.0;4.3;6.7;7.7;0.0;0.0;0.0;100.0;0.0;0.0;0.0;100.0;0.0;0.0;0.0;15.7;0.0;66.7;33.3;0.0;66.7;33.3;0.0;0.0;0.0;0.0;83.3;0.0;16.7;0.0;0.0;58262
3531100;94.2;2.4;2.9;18.7;18.9;19.3;17.6;0.5;7.3;23.8;34.7;20.7;13.0;93.9;4.3;1.8;1.5;30.2;4.1;42.9;51.0;2.0;22.2;33.3;24.1;16.7;3.7;0.0;72.3;0.8;26.9;0.0;0.0;1254605
3531209;93.3;2.8;1.8;13.1;14.2;13.9;11.0;0.0;4.5;18.2;22.7;18.2;36.4;93.3;0.8;5.9;4.0;31.7;28.6;42.9;28.5;0.0;28.6;28.6;28.6;0.0;14.2;0.0;78.4;0.0;21.6;0.0;0.0;252218
3531308;96.4;1.1;2.2;6.6;7.0;6.3;6.3;1.2;2.6;39.1;34.0;16.7;6.4;98.2;0.6;1.2;0.9;30.1;15.6;43.8;34.4;6.2;28.9;42.1;18.4;7.9;2.7;0.0;69.4;1.0;28.2;1.4;0.0;2435240
3531407;96.3;1.0;2.7;12.4;13.8;11.6;11.1;1.5;7.5;20.9;35.8;20.9;13.4;97.3;0.5;2.2;1.1;31.4;11.1;27.8;38.9;22.2;38.9;33.3;11.1;16.7;0.0;0.0;74.4;1.0;24.6;0.0;0.0;766600
3531506;96.2;1.2;2.6;8.3;10.1;9.7;5.5;2.0;4.2;31.3;35.4;22.9;4.2;90.5;3.5;6.0;0.2;28.6;6.7;20.0;60.0;13.3;50.0;18.8;18.8;0.0;6.3;6.1;64.4;2.9;32.7;0.0;0.0;639162
3531605;92.9;0.0;0.8;8.1;8.8;7.7;7.9;0.0;0.0;5.0;55.0;20.0;20.0;99.1;0.9;0.0;0.9;24.8;0.0;50.0;25.0;25.0;0.0;75.0;0.0;0.0;25.0;0.0;51.7;0.0;48.3;0.0;0.0;128088
3531704;95.5;0.8;3.7;25.7;19.6;34.0;23.3;0.0;0.0;5.9;58.8;29.4;5.9;98.5;1.5;0.0;0.0;22.7;28.6;57.1;14.3;0.0;28.6;42.9;14.3;14.2;0.0;0.0;63.8;4.3;31.9;0.0;0.0;83030
3531803;98.0;0.7;1.1;19.3;21.0;18.7;18.1;0.0;5.0;19.8;54.9;12.6;7.7;96.0;0.5;3.5;1.0;31.4;2.3;34.1;52.3;11.3;15.2;41.3;26.1;10.9;6.5;0.0;65.5;1.0;33.5;0.0;0.0;4317764
3531902;94.9;0.3;3.4;12.3;15.3;14.7;6.1;0.0;1.6;15.9;66.7;6.3;9.5;99.3;0.0;0.7;1.2;30.9;17.4;52.2;26.1;4.3;33.3;45.8;8.3;8.3;4.3;0.0;77.3;0.0;22.7;0.0;0.0;1225918
3532009;91.5;0.5;8.0;17.9;16.7;23.4;11.7;0.0;0.0;0.0;45.8;41.7;12.5;99.8;0.0;0.2;0.9;35.4;0.0;46.2;46.2;7.6;6.7;73.3;6.7;0.0;6.7;6.6;68.0;0.0;32.0;0.0;0.0;633324
3532058;86.8;7.9;4.4;37.2;39.7;40.4;28.6;0.0;0.0;30.0;0.0;60.0;10.0;83.3;0.0;16.7;0.0;24.2;0.0;50.0;0.0;50.0;25.0;0.0;75.0;0.0;0.0;0.0;69.2;0.0;30.8;0.0;0.0;120696
3532108;95.6;1.1;2.2;3.5;2.4;2.7;5.7;0.0;7.2;85.7;0.0;7.1;0.0;100.0;0.0;0.0;0.0;37.7;0.0;50.0;50.0;0.0;50.0;50.0;0.0;0.0;0.0;0.0;69.4;0.0;30.6;0.0;0.0;88027
3532157;100.0;0.0;0.0;3.2;5.6;2.1;3.6;0.0;0.0;57.2;14.3;21.4;7.1;100.0;0.0;0.0;0.0;23.3;0.0;66.7;0.0;33.3;0.0;66.7;0.0;33.3;0.0;0.0;64.6;0.0;35.4;0.0;0.0;142301
3532207;97.6;0.6;0.6;6.5;2.0;12.2;5.6;0.0;0.0;5.6;44.4;44.4;5.6;88.7;0.0;11.3;1.9;17.0;0.0;100.0;0.0;0.0;33.3;33.3;16.7;16.7;0.0;0.0;78.1;0.0;21.9;0.0;0.0;639076
3532306;92.4;1.5;5.6;6.9;5.9;9.4;6.0;0.0;2.7;13.5;67.6;13.5;2.7;94.5;4.4;1.1;0.5;15.7;14.3;28.6;57.1;0.0;28.6;28.6;28.6;0.0;14.2;0.0;77.8;0.0;22.2;0.0;0.0;93391
3532405;97.3;0.3;2.1;11.6;15.2;11.7;7.2;0.0;5.3;30.3;53.9;7.9;2.6;100.0;0.0;0.0;0.3;25.9;10.0;65.0;25.0;0.0;40.0;45.0;5.0;5.0;5.0;0.0;77.1;0.0;22.9;0.0;0.0;465371
3532504;92.6;0.9;6.5;14.2;18.5;6.6;19.0;0.0;3.9;7.7;61.5;23.1;3.8;100.0;0.0;0.0;1.6;30.8;40.0;60.0;0.0;0.0;40.0;40.0;0.0;20.0;0.0;0.0;75.3;0.0;24.7;0.0;0.0;276248
3532603;98.0;0.0;2.0;5.7;5.8;6.7;4.5;0.0;2.0;75.0;18.8;2.1;2.1;100.0;0.0;0.0;1.6;29.6;16.7;41.7;25.0;16.6;53.8;30.8;7.7;7.7;0.0;0.0;79.9;0.0;20.1;0.0;0.0;367777
3532702;94.4;4.2;1.4;13.3;7.3;20.0;13.8;0.0;4.4;13.0;56.5;8.7;17.4;100.0;0.0;0.0;7.6;27.5;0.0;66.7;0.0;33.3;25.0;50.0;0.0;25.0;0.0;0.0;64.3;0.0;35.7;0.0;0.0;95892
3532801;89.5;1.0;5.8;24.8;24.7;26.7;22.0;0.0;23.8;33.3;28.6;0.0;14.3;92.1;0.0;7.9;3.2;27.8;0.0;83.3;16.7;0.0;33.3;50.0;0.0;0.0;16.7;0.0;82.6;0.0;17.4;0.0;0.0;325933
3532827;95.7;0.3;3.1;13.8;10.2;18.3;13.0;0.0;9.2;21.2;33.3;24.2;12.1;100.0;0.0;0.0;0.9;24.9;10.0;20.0;70.0;0.0;0.0;50.0;40.0;0.0;10.0;0.0;73.3;0.0;24.2;0.0;2.5;221079
3532843;97.9;0.0;2.1;0.0;0.0;0.0;0.0;14.4;0.0;7.1;57.1;14.3;7.1;100.0;0.0;0.0;0.0;15.3;0.0;66.7;33.3;0.0;66.7;0.0;0.0;33.3;0.0;0.0;74.3;0.0;25.7;0.0;0.0;46305
3532868;100.0;0.0;0.0;8.3;0.0;30.0;0.0;0.0;0.0;100.0;0.0;0.0;0.0;100.0;0.0;0.0;3.4;12.0;0.0;0.0;100.0;0.0;66.7;33.3;0.0;0.0;0.0;0.0;58.3;0.0;41.7;0.0;0.0;60665
3532900;97.9;0.7;1.0;7.4;6.9;12.3;4.0;0.0;9.1;9.1;50.0;18.2;13.6;100.0;0.0;0.0;0.0;26.9;0.0;28.6;71.4;0.0;33.3;22.2;22.2;0.0;22.3;0.0;75.5;0.0;24.5;0.0;0.0;377461
3533007;88.1;1.3;9.8;10.5;13.1;10.8;6.8;1.2;6.4;29.5;43.6;16.7;2.6;94.0;3.1;2.9;1.3;27.8;11.1;33.3;33.3;22.3;0.0;44.4;11.1;22.2;11.1;11.2;65.7;1.9;32.4;0.0;0.0;512829
3533106;98.3;0.0;0.0;3.2;4.3;0.0;5.3;0.0;5.0;10.0;35.0;45.0;5.0;95.3;4.7;0.0;0.0;12.6;0.0;66.7;0.0;33.3;33.3;33.3;0.0;0.0;33.4;0.0;72.4;0.0;27.6;0.0;0.0;36775
3533205;96.5;1.4;2.1;8.5;8.9;13.7;2.2;0.0;8.4;0.0;50.0;33.3;8.3;97.9;1.4;0.7;0.7;28.2;0.0;20.0;60.0;20.0;0.0;50.0;33.3;16.7;0.0;0.0;83.3;0.0;16.7;0.0;0.0;213155
3533254;99.3;0.0;0.7;6.5;6.5;6.6;6.5;0.0;15.8;15.8;31.6;26.3;10.5;97.2;0.0;2.8;6.0;25.5;0.0;66.7;33.3;0.0;0.0;33.3;66.7;0.0;0.0;0.0;83.1;0.0;16.9;0.0;0.0;78660
3533304;97.9;1.1;1.0;10.2;13.0;7.9;10.8;0.0;0.0;100.0;0.0;0.0;0.0;100.0;0.0;0.0;0.0;32.7;0.0;33.3;66.7;0.0;66.7;33.3;0.0;0.0;0.0;0.0;72.2;0.0;27.8;0.0;0.0;60214
3533403;97.9;0.7;1.1;5.4;6.9;6.6;2.7;0.4;5.9;25.2;47.3;15.3;5.9;97.4;1.0;1.6;0.8;29.8;16.2;40.5;27.0;16.3;17.9;38.5;17.9;20.5;2.6;2.6;71.2;0.0;28.8;0.0;0.0;4020494
3533502;95.0;2.1;2.1;6.4;7.4;7.1;4.8;0.0;8.0;34.1;44.9;6.5;6.5;99.5;0.1;0.4;1.4;29.4;18.2;45.5;21.2;15.1;38.2;38.2;5.9;11.8;2.9;3.0;79.6;0.4;19.6;0.0;0.4;1585955
3533601;90.1;1.2;8.1;15.3;15.3;16.1;14.3;0.0;0.0;28.6;64.3;0.0;7.1;99.4;0.6;0.0;3.5;27.2;11.1;0.0;55.6;33.3;44.4;33.3;11.1;0.0;11.2;0.0;100.0;0.0;0.0;0.0;0.0;868092
3533700;98.1;0.0;1.9;8.9;10.5;9.8;3.8;0.0;0.0;6.2;87.5;6.3;0.0;99.2;0.8;0.0;0.0;17.7;0.0;33.3;66.7;0.0;0.0;66.7;0.0;33.3;0.0;0.0;60.0;0.0;40.0;0.0;0.0;141366
3533809;96.0;0.0;4.0;9.0;12.5;10.0;3.8;0.0;0.0;8.3;75.0;16.7;0.0;94.7;1.3;4.0;0.0;26.0;0.0;100.0;0.0;0.0;40.0;40.0;20.0;0.0;0.0;0.0;75.0;0.0;25.0;0.0;0.0;128272
3533908;96.9;1.2;1.5;6.8;7.0;6.7;6.6;0.0;7.1;40.2;39.7;8.0;5.0;96.6;0.1;3.3;3.2;32.3;8.7;47.8;30.4;13.1;30.6;46.9;8.2;10.2;2.0;2.1;78.6;0.7;20.7;0.0;0.0;2551145
3534005;92.9;1.8;4.7;10.4;9.2;10.0;12.2;0.0;0.0;25.0;60.0;15.0;0.0;98.6;0.7;0.7;6.3;27.3;0.0;60.0;20.0;20.0;20.0;40.0;0.0;20.0;20.0;0.0;79.2;0.0;20.8;0.0;0.0;205636
3534104;96.9;0.8;1.5;6.3;4.1;12.2;2.3;0.0;5.3;10.5;47.4;36.8;0.0;92.8;5.8;1.4;0.7;23.7;33.3;33.3;33.4;0.0;25.0;25.0;0.0;25.0;25.0;0.0;44.1;0.0;55.9;0.0;0.0;129763
3534203;98.4;0.5;0.5;6.3;6.3;6.9;5.5;0.0;16.7;58.3;0.0;16.7;8.3;99.6;0.0;0.4;2.8;28.3;0.0;25.0;75.0;0.0;60.0;20.0;20.0;0.0;0.0;0.0;63.5;0.0;36.5;0.0;0.0;640841
3534302;92.1;1.9;3.8;9.3;11.1;9.6;6.8;2.6;9.3;26.7;38.7;16.0;6.7;97.4;0.9;1.7;0.9;32.7;3.0;27.3;60.6;9.1;32.4;38.2;23.5;2.9;3.0;0.0;71.6;0.9;27.0;0.0;0.5;2579406
3534401;97.3;1.2;1.3;11.3;13.2;11.4;9.1;0.4;5.1;27.4;50.2;12.4;4.5;96.3;2.0;1.7;1.0;34.1;2.5;36.8;54.0;6.7;30.2;31.8;9.8;17.6;7.8;2.8;76.6;1.0;22.0;0.1;0.3;86111260
3534500;98.3;0.0;1.7;9.9;15.6;12.5;0.0;0.0;0.0;0.0;71.4;14.3;14.3;100.0;0.0;0.0;0.0;27.0;0.0;33.3;33.3;33.4;0.0;33.3;33.3;0.0;33.4;0.0;72.7;0.0;27.3;0.0;0.0;112882
3534609;94.0;2.4;2.9;3.1;3.8;3.4;1.9;0.0;3.7;44.8;35.1;8.2;8.2;97.4;0.3;2.3;0.6;29.9;16.1;32.3;25.8;25.8;54.8;22.6;12.9;6.5;3.2;0.0;71.8;0.2;28.0;0.0;0.0;1087490
3534708;93.0;2.5;2.7;6.7;7.1;9.4;4.0;0.7;7.9;34.4;39.7;10.3;7.0;94.9;3.1;2.0;1.2;26.5;17.3;41.3;36.0;5.4;22.5;45.0;8.8;16.3;7.4;0.0;74.2;0.5;25.2;0.1;0.0;3961571
3534757;96.7;1.0;1.7;9.9;11.9;8.2;8.8;0.0;7.7;84.6;7.7;0.0;0.0;99.5;0.0;0.5;5.2;30.3;16.7;50.0;33.3;0.0;57.1;14.3;0.0;28.6;0.0;0.0;75.0;0.0;25.0;0.0;0.0;548740
3534807;95.4;0.7;1.8;6.5;6.5;9.0;4.8;0.0;0.0;13.1;39.1;34.8;13.0;91.5;0.0;8.5;0.7;25.4;0.0;16.7;50.0;33.3;16.7;33.3;0.0;0.0;50.0;0.0;72.1;0.0;27.9;0.0;0.0;134986
3534906;90.3;0.9;6.6;6.2;9.6;4.1;3.4;2.0;12.0;6.0;50.0;22.0;8.0;96.1;1.8;2.1;2.1;18.8;0.0;20.0;60.0;20.0;36.4;18.2;27.3;9.1;0.0;9.0;86.0;0.0;14.0;0.0;0.0;217695
3535002;88.2;3.4;8.4;5.3;7.4;5.0;2.6;0.0;16.6;77.8;5.6;0.0;0.0;97.6;1.7;0.7;2.4;30.0;10.0;30.0;40.0;20.0;44.4;33.3;11.1;0.0;11.2;0.0;73.3;0.0;26.7;0.0;0.0;420420
